what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433714587430
error,log,,,"SOPC design not set.",1433714587478
error,log,,,"CPU module not set.",1433714587487
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433714587495
error,log,,,"CPU architecture type not set. ",1433714587503
error,log,,,"CPU master group not set.",1433714587511
error,log,,,"SOPC design not set.",1433714587615
error,log,,,"CPU module not set.",1433714587623
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433714587631
error,log,,,"CPU architecture type not set. ",1433714587638
error,log,,,"CPU master group not set.",1433714587643
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433714588768
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433714591470
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433714591848
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433714591850
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433714598772
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433714607269
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433714685674
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433714686262
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433714688351
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1433714702995
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1433714704504
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433714706547
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433714711616
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1433714716384
