what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1437176489335
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437176489335
error,log,,,"CPU architecture type not set. ",1437176489350
error,log,,,"CPU master group not set.",1437176489350
error,log,,,"Connected system ID hash not found on target at expected base address.",1437176489350
error,log,,,"Connected system timestamp not found on target at expected base address.",1437176489366
error,log,,,"SOPC design not set.",1437176489366
error,log,,,"CPU module not set.",1437176489366
error,log,,,"Target or port in use",1437176489381
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437176489381
error,log,,,"CPU architecture type not set. ",1437176489381
error,log,,,"CPU master group not set.",1437176489397
error,log,,,"SOPC design not set.",1437176489413
error,log,,,"SOPC design not set.",1437176489413
error,log,,,"CPU module not set.",1437176489413
error,log,,,"CPU module not set.",1437176489428
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437176489428
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437176489428
error,log,,,"CPU architecture type not set. ",1437176489444
error,log,,,"CPU architecture type not set. ",1437176489444
error,log,,,"CPU master group not set.",1437176489459
error,log,,,"CPU master group not set.",1437176489459
error,log,,,"SOPC design not set.",1437176489491
error,log,,,"SOPC design not set.",1437176489491
error,log,,,"CPU module not set.",1437176489491
