what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433712822406
error,log,,,"CPU architecture type not set. ",1433712822411
error,log,,,"CPU master group not set.",1433712822417
error,log,,,"Expected base address of system ID component is undefined.",1433712822423
error,log,,,"Select one of the available target connection paths.",1433712822429
error,log,,,"Select one of the available target Nios II byte stream device paths.",1433712822434
error,log,,,"SOPC design not set.",1433712822440
error,log,,,"CPU module not set.",1433712822445
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433712822451
error,log,,,"CPU architecture type not set. ",1433712822457
error,log,,,"CPU master group not set.",1433712822463
error,log,,,"Expected base address of system ID component is undefined.",1433712822473
error,log,,,"SOPC design not set.",1433712822479
error,log,,,"CPU module not set.",1433712822485
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433712822491
error,log,,,"CPU architecture type not set. ",1433712822497
error,log,,,"CPU master group not set.",1433712822505
error,log,,,"Expected base address of system ID component is undefined.",1433712822511
error,log,,,"SOPC design not set.",1433712823961
error,log,,,"CPU module not set.",1433712823967
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433712823972
error,log,,,"CPU architecture type not set. ",1433712823978
error,log,,,"CPU master group not set.",1433712823983
error,log,,,"Expected base address of system ID component is undefined.",1433712823989
error,log,,,"SOPC design not set.",1433712823994
