what,kind,bundleId,bundleVersion,description,time
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1433809039447
error,log,,,"CPU architecture type not set. ",1433809039447
started,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1433809039447
error,log,,,"CPU master group not set.",1433809039462
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433809039712
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433809042005
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433809100416
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433809101258
error,log,,,"SOPC design not set.",1433809101305
error,log,,,"CPU module not set.",1433809101305
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433809101320
error,log,,,"CPU architecture type not set. ",1433809101320
error,log,,,"CPU master group not set.",1433809101320
error,log,,,"SOPC design not set.",1433809101445
error,log,,,"CPU module not set.",1433809101445
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433809101461
error,log,,,"CPU architecture type not set. ",1433809101461
error,log,,,"CPU master group not set.",1433809101461
opened,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433809102927
error,log,,,"sun.awt.X11.XlibWrapper",1433809103005
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1433809103099
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1433809103099
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433809158470
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433809181339
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433809181589
