what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433712478722
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433712487150
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433712544959
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1433712546402
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433712561305
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433712561367
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433712561836
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433712562064
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433712575061
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProgressView",1433712581402
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProgressView",1433712581448
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433712605769
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433712606756
error,log,,,"SOPC design not set.",1433712606800
error,log,,,"CPU module not set.",1433712606807
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433712606813
error,log,,,"CPU architecture type not set. ",1433712606819
error,log,,,"CPU master group not set.",1433712606825
error,log,,,"SOPC design not set.",1433712606928
error,log,,,"CPU module not set.",1433712606934
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1433712606939
error,log,,,"CPU architecture type not set. ",1433712606945
error,log,,,"CPU master group not set.",1433712606950
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1433712607041
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433712610703
