what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433713158345
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713161117
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713164612
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713164647
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713166892
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713170320
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713231490
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713231499
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713248150
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1433713248155
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1433713250277
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433713252540
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1433713262120
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1433713264540
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433713268872
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1433713269068
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1433713273661
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1433713275177
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1433713276087
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1433713276344
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713278154
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713278617
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1433713281152
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713281432
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1433713282838
