what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1437190650277
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437190651978
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437190676022
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1437190678955
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437190683793
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437190701522
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1437190702957
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437190719137
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437190720354
error,log,,,"SOPC design not set.",1437190720385
error,log,,,"CPU module not set.",1437190720401
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437190720401
error,log,,,"CPU architecture type not set. ",1437190720416
error,log,,,"CPU master group not set.",1437190720416
error,log,,,"SOPC design not set.",1437190720510
error,log,,,"CPU module not set.",1437190720510
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437190720525
error,log,,,"CPU architecture type not set. ",1437190720525
error,log,,,"CPU master group not set.",1437190720525
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1437190720619
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1437190723524
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1437190729456
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1437190778921
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1437190780200
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1437190784585
