what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1437172942432
error,log,,,"CPU module not set.",1437172942432
error,log,,,"SOPC design not set.",1437172942432
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437172942448
error,log,,,"CPU module not set.",1437172942448
error,log,,,"CPU architecture type not set. ",1437172942463
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437172942463
error,log,,,"CPU master group not set.",1437172942463
error,log,,,"CPU architecture type not set. ",1437172942479
error,log,,,"CPU master group not set.",1437172942494
error,log,,,"SOPC design not set.",1437172942590
error,log,,,"CPU module not set.",1437172942590
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437172942606
error,log,,,"CPU architecture type not set. ",1437172942606
error,log,,,"CPU master group not set.",1437172942606
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1437172942621
started,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1437172942621
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437172951759
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437172977013
error,log,,,"SOPC design not set.",1437172978472
error,log,,,"CPU module not set.",1437172978472
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437172978488
error,log,,,"CPU architecture type not set. ",1437172978488
error,log,,,"CPU master group not set.",1437172978488
error,log,,,"SOPC design not set.",1437172978618
