what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1437176386669
error,log,,,"CPU module not set.",1437176386669
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437176386684
error,log,,,"CPU architecture type not set. ",1437176386684
error,log,,,"CPU master group not set.",1437176386684
error,log,,,"Expected base address of system ID component is undefined.",1437176386700
error,log,,,"SOPC design not set.",1437176390183
error,log,,,"CPU module not set.",1437176390198
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437176390198
error,log,,,"CPU architecture type not set. ",1437176390198
error,log,,,"CPU master group not set.",1437176390214
error,log,,,"Expected base address of system ID component is undefined.",1437176390214
error,log,,,"SOPC design not set.",1437176390214
error,log,,,"CPU module not set.",1437176390229
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437176390229
error,log,,,"CPU architecture type not set. ",1437176390229
error,log,,,"CPU master group not set.",1437176390245
error,log,,,"Connected system ID hash not found on target at expected base address.",1437176390245
error,log,,,"Connected system timestamp not found on target at expected base address.",1437176390245
error,log,,,"SOPC design not set.",1437176390261
error,log,,,"CPU module not set.",1437176390261
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437176390276
error,log,,,"Target or port in use",1437176390276
error,log,,,"CPU architecture type not set. ",1437176390276
error,log,,,"CPU master group not set.",1437176390292
