what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1437173590882
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1437173591906
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1437173599262
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1437173599486
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1437173599773
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1437173613347
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437173616067
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437173634153
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1437173635669
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1437173637535
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437173652232
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1437173653660
error,log,,,"SOPC design not set.",1437173653716
error,log,,,"CPU module not set.",1437173653716
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437173653732
error,log,,,"CPU architecture type not set. ",1437173653732
error,log,,,"CPU master group not set.",1437173653732
error,log,,,"SOPC design not set.",1437173653841
error,log,,,"CPU module not set.",1437173653841
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1437173653856
error,log,,,"CPU architecture type not set. ",1437173653856
error,log,,,"CPU master group not set.",1437173653856
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1437173653953
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1437173658089
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1437173664420
