what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437287437
error,log,,,"CPU architecture type not set. ",1431437287447
error,log,,,"CPU master group not set.",1431437287448
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437287449
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437287457
error,log,,,"SOPC design not set.",1431437287662
error,log,,,"CPU module not set.",1431437287662
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437287670
error,log,,,"SOPC design not set.",1431437287697
error,log,,,"CPU architecture type not set. ",1431437287697
error,log,,,"CPU module not set.",1431437287707
error,log,,,"CPU master group not set.",1431437287717
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437287727
error,log,,,"CPU architecture type not set. ",1431437287729
error,log,,,"SOPC design not set.",1431437287737
error,log,,,"CPU master group not set.",1431437287754
error,log,,,"CPU module not set.",1431437287764
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437287784
error,log,,,"CPU architecture type not set. ",1431437287794
error,log,,,"CPU master group not set.",1431437287795
error,log,,,"SOPC design not set.",1431437287803
error,log,,,"CPU module not set.",1431437287811
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437287831
error,log,,,"CPU architecture type not set. ",1431437287841
error,log,,,"CPU master group not set.",1431437287851
