what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU master group not set.",1431437285798
error,log,,,"Select one of the available target connection paths.",1431437285808
error,log,,,"SOPC design not set.",1431437285808
error,log,,,"CPU module not set.",1431437285818
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437285818
error,log,,,"CPU architecture type not set. ",1431437285828
error,log,,,"CPU master group not set.",1431437285838
error,log,,,"Expected base address of system ID component is undefined.",1431437285838
error,log,,,"Select one of the available target connection paths.",1431437285839
error,log,,,"SOPC design not set.",1431437285839
error,log,,,"CPU module not set.",1431437285854
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437285864
error,log,,,"CPU architecture type not set. ",1431437285874
error,log,,,"CPU master group not set.",1431437285874
error,log,,,"Expected base address of system ID component is undefined.",1431437285884
error,log,,,"Select one of the available target connection paths.",1431437285884
error,log,,,"SOPC design not set.",1431437285894
error,log,,,"CPU module not set.",1431437285894
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437285904
error,log,,,"CPU architecture type not set. ",1431437285905
error,log,,,"CPU master group not set.",1431437285905
error,log,,,"Expected base address of system ID component is undefined.",1431437285907
error,log,,,"Select one of the available target connection paths.",1431437285931
error,log,,,"SOPC design not set.",1431437285931
error,log,,,"CPU module not set.",1431437285941
