what,kind,bundleId,bundleVersion,description,time
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437608756
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437608776
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437608786
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437608786
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437608806
error,log,,,"SOPC design not set.",1431437608806
error,log,,,"CPU module not set.",1431437608816
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437608826
error,log,,,"CPU architecture type not set. ",1431437608826
error,log,,,"CPU master group not set.",1431437608827
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437608827
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437608833
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437608839
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437608870
error,log,,,"SOPC design not set.",1431437608880
error,log,,,"CPU module not set.",1431437608880
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437608890
error,log,,,"CPU architecture type not set. ",1431437608900
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437608900
error,log,,,"CPU master group not set.",1431437608901
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437608901
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437608908
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437608931
error,log,,,"SOPC design not set.",1431437608931
error,log,,,"CPU module not set.",1431437608941
