what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437608951
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437608951
error,log,,,"CPU architecture type not set. ",1431437608961
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437608962
error,log,,,"CPU master group not set.",1431437608966
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437608972
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437608993
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437608993
error,log,,,"SOPC design not set.",1431437609003
error,log,,,"CPU module not set.",1431437609013
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437609013
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437609023
error,log,,,"CPU architecture type not set. ",1431437609033
error,log,,,"CPU master group not set.",1431437609034
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437609034
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437609050
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437609060
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437609070
error,log,,,"SOPC design not set.",1431437609080
error,log,,,"CPU module not set.",1431437609090
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437609090
error,log,,,"CPU architecture type not set. ",1431437609100
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437609100
error,log,,,"CPU master group not set.",1431437609110
error,log,,,"Connected system timestamp not found on target at expected base address.",1431437609111
