what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437605240
error,log,,,"CPU architecture type not set. ",1431437605250
error,log,,,"CPU master group not set.",1431437605260
error,log,,,"SOPC design not set.",1431437605266
error,log,,,"CPU module not set.",1431437605272
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437605293
error,log,,,"CPU architecture type not set. ",1431437605313
error,log,,,"CPU master group not set.",1431437605323
error,log,,,"SOPC design not set.",1431437605330
error,log,,,"CPU module not set.",1431437605337
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437605343
error,log,,,"CPU architecture type not set. ",1431437605356
error,log,,,"CPU master group not set.",1431437605376
error,log,,,"SOPC design not set.",1431437605396
error,log,,,"CPU module not set.",1431437605399
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437605405
error,log,,,"CPU architecture type not set. ",1431437605426
error,log,,,"CPU master group not set.",1431437605446
error,log,,,"Target is broken and needs to be reset",1431437606091
error,log,,,"SOPC design not set.",1431437606156
error,log,,,"CPU module not set.",1431437606166
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437606166
error,log,,,"CPU architecture type not set. ",1431437606167
error,log,,,"CPU master group not set.",1431437606167
error,log,,,"Connected system ID hash not found on target at expected base address.",1431437606173
