what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437285941
error,log,,,"CPU architecture type not set. ",1431437285951
error,log,,,"CPU master group not set.",1431437285951
error,log,,,"Expected base address of system ID component is undefined.",1431437285961
error,log,,,"Select one of the available target connection paths.",1431437285971
error,log,,,"SOPC design not set.",1431437285971
error,log,,,"CPU module not set.",1431437285981
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437285982
error,log,,,"CPU architecture type not set. ",1431437285982
error,log,,,"CPU master group not set.",1431437285987
error,log,,,"Expected base address of system ID component is undefined.",1431437285992
error,log,,,"SOPC design not set.",1431437286014
error,log,,,"CPU module not set.",1431437286014
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437286024
error,log,,,"CPU architecture type not set. ",1431437286024
error,log,,,"CPU master group not set.",1431437286034
error,log,,,"Expected base address of system ID component is undefined.",1431437286044
error,log,,,"SOPC design not set.",1431437287372
error,log,,,"CPU module not set.",1431437287373
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1431437287374
error,log,,,"CPU architecture type not set. ",1431437287397
error,log,,,"CPU master group not set.",1431437287407
error,log,,,"Expected base address of system ID component is undefined.",1431437287407
error,log,,,"SOPC design not set.",1431437287417
error,log,,,"CPU module not set.",1431437287427
